num,title
548,Investment Management and Financial Innovations
980,Revue De L'ofce
936,Research in Higher Education
573,Journal of Asian and African Studies
724,Journal of Policy Analysis and Management
1080,The Economic Journal
953,Review of Economic Analysis
711,Journal of Marketing Research
526,International Political Science Review
562,Journal of Agricultural and Resource Economics
642,Journal of Emerging Market Finance
79,Area Development and Policy
877,Polish journal of management studies
945,Restaurant Business
422,Information Sciences
830,Millennial Asia
556,Journal of African Business
57,Annals of Finance
135,Capitalism Nature Socialism
38,Agroecology and Sustainable Food Systems
799,Kybernetes
177,Contributions to Economics
0,AIDS and Behavior
929,Regional Science Inquiry
864,Pacific Rim Property Research Journal
1189,Tropical Geography
994,Scientific Annals of Economics and Business
84,Asia Pacific Journal of Management
39,Ambio
708,Journal of Macromarketing
728,Journal of Population Ageing
851,OR Spectrum
1092,The Geneva Risk and Insurance Review
329,European Union Politics
18,Administrative Sciences
979,Revista Internacional De Sociologia
361,Genus
358,Futures
133,Cambridge Review of International Affairs
984,Russian Journal of Economics
367,German Politics
1073,The B.E. Journal of Macroeconomics
1152,The Social Sciences
547,Investment Analysts Journal
189,DECISION
180,Critical Perspectives on Accounting
369,Global Business and Economics Review
366,German Law Journal
314,European Journal of Population
149,China Report
55,Annals of Actuarial Science
655,Journal of Family Issues
389,Historical Materialism
618,Journal of Eastern African Studies
450,International Journal of Climate Change Strategies and Management
303,European Business Law Review
926,Real Estate Management and Valuation
1042,Studies in Political Economy
616,Journal of Development Studies
63,Annals of the Association of American Geographers
1113,The Journal of Fixed Income
258,Economy of Region
914,Public Management Review
590,Journal of Business Venturing
275,Entrepreneurial Business and Economics Review
1043,Studies in family planning
286,Environmental Economics
97,Asian Population Studies
205,EC Tax Review
657,Journal of Financial Counseling and Planning
174,Construction Management and Economics
779,Journal of World Trade
387,Herald of the Russian Academy of Sciences
17,Administration
886,Politics and Governance
1149,The Service Industries Journal
583,Journal of Biosocial Science
987,SERIEs
817,Management and Organization Review
165,Comparative Migration Studies
263,Education Finance and Policy
952,Review of Development Finance
65,Annual Review of Political Science
49,American Journal of Political Science
493,International Journal of Pluralism and Economics Education
80,Argumenta Oeconomica
280,Environment and Planning B: Planning and Design
1153,The Sociological Review
104,Australian Geographer
411,India Review
6,Academy of Management Journal
353,Forum for Development Studies
1187,Transylvanian review of administrative sciences
210,Eastern Journal of European Studies
1145,The Review of International Organizations
520,International Labour Review
785,Journal of quantitative economics
915,Public Performance & Management Review
1094,The History of the Family
898,Prague Economic Papers
402,IMISCOE Research Series
251,Economics of Energy and Environmental Policy
182,Critical Social Policy
385,Hacienda Publica Espanola
323,European Review
576,Journal of Baltic Studies
1013,Socio-Economic Review
172,Conflict Management and Peace Science
508,International Journal of Technology
1085,The Engineering Economist
1148,The Scandinavian Journal of Economics
485,International Journal of Innovation and Sustainable Development
716,Journal of Mountain Science
486,International Journal of Innovation and Technology Management
771,Journal of Transport and Land Use
1159,The journal of the economics of ageing
157,Climate Risk Management
731,Journal of Population and Social Studies
413,Indian Growth and Development Review
13,"Accounting, Economics, and Law: A Convivium"
853,Omega
1174,Transition Studies Review
1104,The Journal of Agricultural Extension
1185,Transportmetrica A: Transport Science
1041,Studies in Microeconomics
870,"Peace Economics, Peace Science and Public Policy"
152,Chinese Journal of Urban and Environmental Studies
527,International Real Estate Review
427,Innovations
525,International Planning Studies
391,History of Economic Ideas
747,Journal of Risk Research
1183,Transportation Research Part B: Methodological
511,International Journal of Tourism Research
111,Basic Income Studies
456,International Journal of Cultural Policy
297,Eurasian Business Review
549,Italian Economic Journal
1212,World Patent Information
705,Journal of Legal Affairs and Dispute Resolution in Engineering and Construction
108,Baltic Journal of Economics
408,Iimb Management Review
37,Agris on-line Papers in Economics and Informatics
319,European Journal of Transport and Infrastructure Research
1194,Urban History
925,Rationality and Society
492,International Journal of Operational Research
1097,The International Journal of Human Resource Management
537,International Social Work
86,Asia-Pacific Financial Markets
19,Advanced Science Letters
499,International Journal of Rural Management
569,Journal of Asia-Pacific Business
390,Historical Social Research
360,"Gender, Technology and Development"
1190,Turkish Studies
783,Journal of food distribution research
585,Journal of British Studies
126,Business Horizons
1033,Strategic Analysis
673,Journal of Geographical Systems
896,Post-Soviet Affairs
593,Journal of Chinese Economic and Foreign Trade Studies
876,Policy and Society
652,Journal of European Real Estate Research
764,Journal of Systems Science and Information
459,International Journal of Disaster Risk Science
781,Journal of choice modelling
551,Japanese Journal of Political Science
154,City
301,European Accounting Review
1009,Socialism and Democracy
